;name;satisfaction_level;last_evaluation;number_projects;average_monthly_hours;time_spent_company;work_accident;left;promotion_last_5_years;department;salary;salary_level
1865;PRESLEY;0.11;0.93;5;140;5;0;4;0;hr;medium;2
6461;BROOM;0.77;0.85;3;136;3;0;0;0;support;low;1
7395;TESTER;0.63;0.83;4;243;4;0;0;0;product_mng;low;1
3068;ROYER;0.7;0.97;4;244;3;0;0;0;sales;medium;2
6453;NICOL;0.82;0.78;5;166;2;0;0;0;technical;high;3
4406;LOVATO;0.37;0.4;4;161;2;0;0;0;support;low;1
14029;WESTLEY;0.66;0.6;3;210;2;0;0;0;sales;low;1
1458;DUBOIS;0.4;0.5;2;136;3;0;4;0;marketing;low;1
13520;FARNUM;0.55;0.4;3;158;3;0;0;0;hr;low;1
9732;THORSEN;0.92;0.88;4;111;4;0;0;0;technical;medium;2
13375;MALAGON;0.91;0.68;4;132;4;0;0;0;IT;medium;2
12757;TAORMINA;0.38;0.55;2;151;3;0;4;0;sales;low;1
6510;GILBREATH;0.62;0.77;3;271;2;0;0;0;sales;medium;2
10863;GLICKMAN;0.5;0.77;4;180;3;0;0;0;sales;medium;2
8803;NEIMAN;0.6;0.48;4;219;4;1;0;0;sales;medium;2
6249;STITH;0.6;0.78;6;211;4;1;0;0;product_mng;medium;2
2765;COTTER;0.76;0.63;3;162;2;0;0;0;sales;medium;2
8554;MIER;0.68;0.85;4;203;2;0;0;0;technical;low;1
10561;DIVINE;0.74;0.56;4;190;3;1;0;0;accounting;low;1
8759;EMBREY;0.98;0.81;3;153;4;0;0;0;technical;medium;2
7517;NOTTINGHAM;0.44;0.53;3;132;3;1;0;0;technical;low;1
14081;BUSBEE;0.86;0.71;5;273;3;0;0;0;support;medium;2
6011;DUTCHER;0.56;0.76;3;237;3;0;0;0;technical;medium;2
1707;SHELDON;0.43;0.51;2;131;3;0;4;0;sales;medium;2
9805;WEHNER;0.63;0.82;5;268;3;0;0;0;hr;high;3
14879;LEMANSKI;0.41;0.49;2;147;3;0;4;0;sales;low;1
2874;LYMAN;0.54;0.95;3;221;3;0;0;0;support;medium;2
13315;HOYE;0.85;0.87;6;232;5;0;1;0;management;high;3
1148;BELCHER;0.39;0.57;2;156;3;0;4;0;management;low;1
4958;STOCKWELL;0.61;0.7;4;243;3;0;0;0;RandD;low;1
2858;PUENTE;0.93;0.99;4;136;4;0;0;0;hr;low;1
5709;SEALE;0.82;0.59;3;210;3;0;0;0;management;medium;2
4717;DOMBROWSKI;0.64;0.61;2;153;2;0;0;0;IT;low;1
8747;SHAHAN;0.71;1.0;3;181;4;0;0;0;technical;medium;2
11094;MUNDELL;0.51;0.63;4;198;2;0;0;0;management;medium;2
448;AYALA;0.36;0.48;2;159;3;0;4;0;product_mng;low;1
8456;SENG;0.49;0.65;3;168;4;0;0;0;technical;medium;2
2932;RAWLS;0.22;0.44;3;166;6;0;0;0;hr;low;1
11916;LAMOREAUX;0.37;0.72;3;183;2;0;0;0;sales;low;1
12727;KEELS;0.43;0.57;2;160;3;0;4;0;technical;medium;2
10806;MCCALLA;0.95;0.67;4;261;3;0;0;0;technical;low;1
12013;BARTER;0.41;0.55;2;148;3;0;4;0;sales;low;1
4933;PERDOMO;0.96;0.93;4;260;3;0;0;0;support;medium;2
721;BULLOCK;0.31;0.87;4;184;3;0;3;0;technical;low;1
9114;SABATINO;0.83;0.78;4;242;3;1;0;0;hr;medium;2
2730;LONGO;0.91;0.89;2;219;4;0;0;0;technical;low;1
1765;PAIGE;0.9;1.0;4;229;5;0;4;0;sales;low;1
1720;LEVIN;0.91;1.0;4;251;6;0;4;0;technical;low;1
14628;NASCIMENTO;0.11;0.9;6;264;4;0;4;0;technical;medium;2
10085;HELWIG;0.15;0.8;5;121;5;0;0;0;sales;medium;2
1588;BLACKMON;0.9;0.81;5;264;5;0;2;0;IT;medium;2
1917;MCCORD;0.37;0.45;2;149;3;0;4;0;sales;low;1
7116;PEELE;0.77;0.51;4;142;4;0;0;0;sales;low;1
14587;GLANCY;0.56;0.71;4;296;2;0;4;0;IT;medium;2
2630;ZEIGLER;0.81;0.99;3;239;2;1;0;0;technical;low;1
6362;BARRICK;0.61;0.53;4;266;3;0;0;0;accounting;medium;2
672;BLACKWELL;0.46;0.57;2;154;3;0;4;0;IT;low;1
4115;JOBE;0.83;0.88;5;171;3;1;0;0;IT;medium;2
7510;CHENAULT;0.96;0.72;4;228;2;0;0;0;accounting;high;3
3428;DOLL;0.71;0.67;3;264;3;0;0;0;IT;medium;2
9570;MOFFAT;0.6;0.59;5;146;4;0;0;0;accounting;low;1
849;CISNEROS;0.54;0.94;6;294;3;0;2;0;sales;medium;2
2584;MARROQUIN;0.9;0.82;4;136;3;0;0;0;product_mng;low;1
6101;GARMON;0.76;0.77;5;257;3;0;0;0;RandD;medium;2
3468;MAAS;1.0;0.79;5;152;4;0;0;0;hr;medium;2
1402;HAGEN;0.84;0.86;5;240;5;0;4;0;accounting;medium;2
9920;GARZON;0.54;0.83;3;201;3;0;0;0;accounting;high;3
201;HUDSON;0.39;0.5;2;135;3;0;4;0;support;low;1
7210;CAULEY;0.51;0.89;6;170;4;0;1;0;hr;low;1
64;REED;0.11;0.94;6;286;4;0;4;0;IT;medium;2
12755;BREY;0.37;0.48;2;160;3;0;4;0;product_mng;low;1
1463;SAUCEDO;0.46;0.57;2;145;3;0;4;0;sales;low;1
4914;LEVI;0.74;0.53;5;141;2;0;0;0;accounting;low;1
6334;NIEMAN;0.65;0.92;4;133;3;0;0;0;marketing;medium;2
9929;FIFER;0.92;0.58;5;205;2;1;0;0;management;medium;2
4429;MICKELSON;0.76;0.57;5;139;4;0;0;0;sales;medium;2
14777;OKEEFFE;0.11;0.79;7;310;4;0;4;0;hr;low;1
10620;CHIDESTER;0.39;0.37;5;156;4;0;0;0;sales;medium;2
9751;GWALTNEY;0.96;0.51;3;241;6;1;0;0;support;low;1
4890;JAVIER;0.24;0.58;5;279;4;0;0;0;marketing;medium;2
7776;SURBER;0.83;0.9;3;179;2;1;0;0;product_mng;low;1
1353;LUND;0.79;0.97;4;243;5;0;4;0;support;medium;2
7384;ARCHAMBAULT;0.53;0.43;2;139;3;0;0;0;support;high;3
6586;HOCHSTETLER;0.15;0.74;6;178;3;0;0;0;sales;low;1
13654;TARBOX;0.58;0.8;4;113;3;0;0;0;IT;medium;2
2427;LINTON;0.81;0.92;5;259;3;0;0;0;IT;low;1
5625;PENNEY;0.64;0.57;3;179;3;0;0;0;support;medium;2
13976;BRUNI;0.92;0.64;4;190;10;1;0;0;management;low;1
1313;FISH;0.72;0.85;5;246;5;0;3;0;sales;medium;2
7701;MANDUJANO;0.8;0.87;4;209;3;0;0;0;product_mng;low;1
8506;KELLERMAN;0.24;0.94;6;237;5;0;0;0;hr;medium;2
1247;HERRON;0.09;0.94;7;247;4;0;4;0;sales;medium;2
4699;APPLE;0.58;0.61;3;205;2;0;0;0;technical;medium;2
6451;MCCOWN;0.72;0.8;3;213;3;0;0;0;technical;high;3
9411;ADORNO;0.61;0.86;3;238;2;0;0;0;sales;low;1
14027;HILLHOUSE;0.8;0.6;5;217;3;0;0;0;management;high;3
8968;HARBER;0.69;0.89;3;216;4;0;0;0;technical;low;1
1643;CRUMP;0.09;0.83;6;295;5;0;4;0;technical;low;1
1010;FELIX;0.43;0.53;2;152;3;0;4;0;sales;medium;2
10783;BUMP;0.78;0.6;4;206;3;0;0;0;sales;medium;2
11603;DUMOND;0.69;0.86;5;195;6;0;0;0;management;high;3
14095;WAYMIRE;0.61;0.49;3;275;2;0;0;0;product_mng;low;1
3757;WHEATON;0.63;0.89;4;192;2;0;0;0;sales;high;3
4176;NARVAEZ;0.53;0.86;3;150;3;0;0;0;support;low;1
9225;WESOLOWSKI;0.57;0.98;3;171;3;0;0;0;product_mng;medium;2
3219;ROLDAN;0.65;0.51;4;157;3;1;0;0;sales;medium;2
7407;AITKEN;0.91;0.59;4;177;4;0;0;0;support;medium;2
4265;LEAR;0.74;0.37;6;200;3;0;0;0;product_mng;low;1
6592;LEOS;0.82;0.52;5;225;2;0;0;0;accounting;high;3
11695;WHITTIER;0.81;0.78;3;165;3;0;0;0;technical;high;3
9580;KNISLEY;0.59;0.51;2;145;5;0;1;0;technical;medium;2
1443;TOLBERT;0.11;0.88;7;305;4;0;4;0;product_mng;low;1
2313;LOOMIS;0.98;0.77;3;134;2;1;0;0;sales;low;1
3855;INFANTE;0.7;0.56;5;208;3;0;0;0;technical;medium;2
3258;OSHEA;0.48;0.61;3;223;3;1;0;0;support;medium;2
8103;LANDIN;0.58;0.63;4;190;2;0;0;0;sales;medium;2
1433;CROCKETT;0.41;0.48;2;136;3;0;4;0;technical;medium;2
14680;NIGH;0.41;0.52;2;159;3;0;4;0;sales;low;1
13800;BONER;0.78;0.8;3;135;7;0;0;0;sales;medium;2
10580;HILLIER;0.82;0.49;4;276;4;0;0;0;support;low;1
2983;GOOCH;0.51;0.53;3;156;3;0;0;0;management;low;1
5992;KISSINGER;0.91;0.66;4;139;3;0;0;0;technical;high;3
4431;WHITEMAN;0.16;0.52;3;100;4;0;0;0;support;medium;2
9984;MCELRATH;0.66;0.48;3;203;4;1;0;0;management;low;1
5003;DONNELL;0.49;0.93;4;184;3;0;0;0;technical;medium;2
4362;MINNICK;0.76;0.98;4;173;3;1;0;0;sales;low;1
9553;CHRONISTER;0.5;0.65;4;266;3;1;0;0;sales;medium;2
8124;ISENBERG;0.72;0.9;4;225;2;0;0;0;hr;low;1
3778;BASHAM;0.8;0.78;3;175;3;0;0;0;technical;medium;2
13311;STENDER;0.96;0.85;4;247;3;0;0;0;sales;high;3
7399;HIGHSMITH;0.7;0.73;3;194;2;0;0;0;RandD;low;1
5284;MAUPIN;0.98;0.56;5;180;3;0;0;0;sales;medium;2
3394;MOFFITT;0.99;0.6;4;259;4;0;0;0;technical;low;1
110;ALEXANDER;0.43;0.47;2;144;3;0;4;0;hr;medium;2
6364;RACE;0.73;0.54;3;283;6;0;2;0;accounting;medium;2
5523;SIGMON;0.62;0.43;2;106;2;0;0;1;sales;high;3
9130;PEET;0.22;0.59;5;162;2;0;0;0;support;low;1
3220;PULLEN;0.74;0.59;3;274;3;0;0;0;sales;medium;2
5299;DUHON;0.6;0.83;4;216;2;1;0;0;hr;low;1
4937;BASKIN;0.56;0.58;3;173;3;0;0;0;support;medium;2
3426;FRICK;0.83;0.84;3;267;3;0;0;0;product_mng;high;3
5172;BABIN;0.77;0.54;3;227;4;0;0;0;management;medium;2
9779;LECOMPTE;0.62;0.67;3;212;3;0;0;0;marketing;medium;2
14664;SOLA;0.37;0.54;2;145;3;0;4;0;RandD;medium;2
10612;GUILD;0.6;0.6;3;242;3;0;0;0;technical;medium;2
1946;OTERO;0.38;0.49;2;137;3;0;4;0;technical;medium;2
11436;THOMAN;0.77;0.71;5;250;3;1;0;0;sales;medium;2
1831;LAY;0.14;0.47;4;175;2;0;0;0;RandD;medium;2
10705;AHLERS;1.0;0.86;4;245;4;0;0;0;sales;medium;2
6776;SHEEHY;0.55;0.71;3;211;2;0;0;0;management;low;1
6175;RIGDON;0.98;0.92;5;221;3;1;0;0;product_mng;medium;2
5247;ISON;0.5;0.38;5;175;4;0;0;0;technical;high;3
676;CLAY;0.11;0.82;6;270;4;0;4;0;product_mng;low;1
11027;NAJAR;0.57;0.72;4;214;2;1;0;0;sales;low;1
11448;WALLACH;0.57;0.46;3;186;3;1;0;0;IT;medium;2
4345;JACOBO;0.79;0.49;5;210;3;0;0;0;IT;medium;2
8947;CANADAY;0.42;0.73;3;115;6;0;0;0;sales;high;3
13748;METOYER;0.6;0.9;4;260;2;0;0;0;sales;medium;2
4388;MAURO;0.81;0.96;4;143;3;1;0;0;technical;medium;2
12805;BRIDGERS;0.78;0.7;4;139;3;0;0;0;IT;low;1
11709;MCANDREWS;0.77;0.86;5;238;3;0;0;0;management;high;3
6282;FRAZEE;0.98;0.66;3;204;2;0;0;0;sales;medium;2
915;MCCANN;0.48;0.88;3;239;3;0;0;0;sales;low;1
3564;HAUGEN;0.58;0.6;3;110;3;1;0;0;support;low;1
8363;GANDARA;0.12;0.59;3;229;6;0;0;0;technical;medium;2
7999;STEIGER;0.85;0.55;3;226;4;0;0;0;IT;low;1
7474;CORTESE;0.66;0.63;3;166;3;0;0;0;IT;high;3
1592;PAGAN;0.41;0.57;2;154;3;0;4;0;IT;medium;2
8492;MAURICE;0.26;0.91;6;113;2;0;0;0;sales;medium;2
9538;KAHLE;0.51;0.57;3;162;3;1;0;0;RandD;medium;2
8001;JESSIE;0.84;0.66;4;204;3;0;0;0;IT;medium;2
234;LAWSON;0.48;0.57;4;270;4;0;4;0;technical;low;1
2928;WALLIS;0.82;0.69;4;262;2;0;0;0;sales;low;1
1838;YANEZ;0.1;0.9;6;299;4;0;4;0;marketing;low;1
13917;HAYNER;0.42;0.44;3;183;2;0;0;0;product_mng;medium;2
5330;LARKINS;0.59;0.51;3;203;2;1;0;0;IT;medium;2
7332;HALTER;0.62;0.54;4;170;3;0;0;0;technical;medium;2
11035;NUCKOLS;0.48;1.0;4;261;3;0;0;0;accounting;low;1
4476;BUXTON;0.86;0.6;5;134;2;1;0;0;support;low;1
295;ORTEGA;0.38;0.51;2;146;3;0;4;0;IT;medium;2
11210;ESSARY;0.6;0.54;4;182;6;0;0;0;sales;medium;2
14732;PENIX;0.74;0.99;4;233;5;0;4;0;IT;low;1
8045;KANTOR;0.64;0.83;4;179;3;0;0;0;hr;low;1
6395;RIBEIRO;0.84;0.52;5;189;2;1;0;0;IT;low;1
3638;KIDWELL;0.52;0.8;5;257;3;0;0;0;support;medium;2
9801;STURGES;0.58;0.97;2;216;3;0;0;0;accounting;high;3
9233;JOUBERT;0.63;0.94;3;237;3;1;0;0;RandD;medium;2
1905;KEEN;0.43;0.49;2;131;3;0;4;0;RandD;high;3
11454;DURGIN;0.2;0.59;6;113;3;0;0;0;management;high;3
2499;HIGH;0.13;0.67;3;181;4;0;0;0;technical;low;1
7741;KAPP;0.52;0.96;4;125;3;0;0;0;hr;low;1
1410;VELASCO;0.9;0.98;5;271;5;0;4;0;technical;low;1
5477;MAGGIO;0.57;0.75;3;159;2;0;0;0;technical;medium;2
7094;SCHLUETER;0.56;0.64;3;262;2;1;0;0;RandD;low;1
10221;FEATHERSTON;0.53;0.75;4;240;4;0;0;0;product_mng;low;1
1319;CLIFTON;0.4;0.52;2;143;3;0;4;0;sales;medium;2
11722;NOLIN;0.16;0.95;6;117;7;0;1;0;sales;medium;2
8528;GRIECO;0.98;0.62;5;260;2;1;0;0;support;low;1
4132;KNOWLTON;0.98;0.8;2;201;2;0;0;0;sales;high;3
9641;KALE;0.61;0.83;5;269;5;1;1;0;sales;low;1
11096;MANGUS;0.29;0.38;5;191;5;0;0;0;management;medium;2
5764;DELTORO;0.3;0.55;6;178;2;0;0;0;technical;low;1
343;WARNER;0.41;0.56;2;143;3;0;4;0;technical;medium;2
4791;PIEPER;0.66;0.95;4;183;3;0;0;0;technical;low;1
1163;HOLLIS;0.78;0.99;5;241;5;0;4;0;sales;medium;2
8030;VINEYARD;0.76;0.97;5;172;3;0;0;0;sales;medium;2
302;LAMBERT;0.1;0.77;7;250;5;0;4;0;RandD;medium;2
5506;STURGIS;0.92;0.81;3;196;2;0;0;0;sales;medium;2
7920;RANA;0.5;0.65;5;285;6;0;0;0;management;high;3
11610;SIMEONE;0.89;0.86;4;153;3;0;0;0;accounting;low;1
8928;APPLEWHITE;0.56;0.86;4;137;2;1;0;0;RandD;high;3
6704;BARRINGTON;0.51;0.99;3;233;4;0;0;0;IT;low;1
2203;MCCLOUD;0.85;0.57;4;216;2;0;0;0;product_mng;low;1
11110;MATTICE;0.44;0.51;2;219;4;0;0;0;sales;low;1
14455;CASPERSON;0.89;0.86;5;275;5;0;4;0;sales;low;1
724;MEADOWS;0.45;0.56;2;146;3;0;4;0;technical;medium;2
7103;STEDMAN;0.56;0.78;3;200;2;0;0;0;support;medium;2
2183;BARROW;0.22;0.53;4;244;2;0;0;0;support;medium;2
11010;EWERS;0.62;0.91;3;269;8;0;0;0;support;medium;2
9408;JURGENS;0.58;0.88;4;255;3;0;0;0;sales;high;3
5345;OSGOOD;0.83;0.85;4;201;2;1;0;0;support;low;1
7499;ROSEBERRY;0.93;0.58;5;238;2;0;0;0;sales;medium;2
3552;BITTNER;0.57;0.99;3;205;3;0;0;0;technical;low;1
11705;HENRIQUES;0.2;0.53;5;272;5;0;0;0;product_mng;low;1
12086;DEDRICK;0.17;0.84;5;232;3;0;4;0;sales;low;1
13612;MAHARAJ;0.97;0.79;5;259;3;0;0;1;support;medium;2
6110;RICK;0.86;0.56;5;237;3;0;0;0;technical;low;1
3810;PEEBLES;0.19;0.8;6;143;4;0;0;0;RandD;medium;2
13460;HAYDON;0.75;0.84;5;222;3;1;0;0;IT;medium;2
3905;LIEBERMAN;0.87;0.56;2;214;3;1;0;0;sales;low;1
310;BYRD;0.1;0.93;7;305;4;0;4;0;technical;medium;2
10374;REPP;0.17;0.59;6;160;2;0;0;0;IT;low;1
14715;PIDGEON;0.78;0.83;4;217;6;0;4;0;support;medium;2
3007;WHATLEY;0.95;0.79;4;174;3;0;0;0;accounting;low;1
3722;MUNGUIA;0.72;0.91;3;239;2;0;0;0;management;medium;2
4803;TRAINOR;0.27;0.69;2;177;5;0;0;0;RandD;low;1
9428;CRIPPEN;0.85;0.83;4;219;3;0;0;0;technical;low;1
1738;RUSHING;0.86;0.88;5;268;5;0;4;0;technical;medium;2
12076;BETHKE;0.1;0.83;6;295;4;0;4;0;product_mng;medium;2
10662;EUDY;0.8;0.66;4;223;3;0;0;0;support;medium;2
1147;RANKIN;0.83;0.95;5;258;5;0;4;0;technical;low;1
7679;SKELLY;0.71;0.96;4;131;3;0;0;0;support;medium;2
2848;FARNSWORTH;0.53;0.92;3;207;4;1;0;0;sales;low;1
6136;DIMAS;0.52;0.72;2;247;4;0;0;0;accounting;medium;2
9752;CAMDEN;0.69;0.67;4;156;3;0;0;0;technical;low;1
12872;LAWING;0.49;0.37;5;246;3;0;0;0;support;medium;2
11717;DILEO;0.54;0.63;4;140;3;0;0;0;sales;medium;2
10129;MANNION;0.54;0.95;4;149;3;0;0;0;support;low;1
9242;NATIVIDAD;0.8;0.62;4;216;2;0;0;0;marketing;medium;2
8614;YANES;0.68;0.69;4;176;3;1;0;0;IT;medium;2
4212;WILHITE;0.18;0.6;3;140;4;0;0;0;sales;low;1
5438;ALDERSON;0.93;0.83;4;225;2;0;0;0;sales;medium;2
8409;TYE;0.96;0.92;3;196;4;0;0;0;sales;low;1
13501;ARIZMENDI;0.18;0.61;5;174;6;0;0;0;sales;medium;2
5820;AYCOCK;0.67;0.55;4;214;3;1;0;0;sales;medium;2
5431;ELMER;0.7;0.95;5;234;6;1;0;0;sales;medium;2
9377;BECKMANN;0.79;0.7;3;195;2;0;0;0;product_mng;low;1
1229;DICKINSON;0.42;0.55;2;148;3;0;4;0;sales;low;1
14337;ROMAINE;0.38;0.49;2;132;3;0;4;0;support;low;1
13767;NOCK;0.56;0.79;5;248;3;0;0;0;sales;medium;2
9099;HEYER;0.69;0.75;3;204;3;0;0;0;sales;low;1
11371;PENDERGRAFT;0.94;0.59;3;151;2;0;0;0;sales;low;1
3597;BRILL;0.62;0.42;2;124;2;0;0;0;sales;low;1
14043;SEN;0.71;0.66;5;187;2;0;0;0;sales;medium;2
6760;GURULE;0.94;0.6;5;278;2;0;0;0;technical;low;1
9061;URBANSKI;0.89;0.64;5;191;3;0;0;0;support;low;1
7713;BELLER;0.64;0.78;4;159;4;0;0;0;management;medium;2
5484;VACA;0.9;0.9;3;274;3;0;0;0;IT;low;1
41;RAMIREZ;0.45;0.48;2;158;3;0;4;0;technical;low;1
9363;STRODE;0.77;0.98;2;226;3;0;0;0;support;low;1
12198;MOSCA;0.1;0.89;7;285;4;0;4;0;technical;low;1
11349;NISHIMURA;0.95;0.9;4;221;10;1;2;0;management;high;3
14009;BANES;0.61;0.42;3;145;4;0;0;1;sales;medium;2
11971;POPLIN;0.85;0.89;4;150;3;0;0;0;accounting;high;3
9356;TINAJERO;0.77;0.61;4;181;2;0;0;0;support;low;1
4790;SIEBERT;0.7;0.54;4;150;4;0;0;0;technical;low;1
8142;MILLEN;0.9;0.74;3;260;2;0;0;0;support;medium;2
1180;REYNA;0.77;0.89;5;243;5;0;4;0;technical;low;1
13842;CAMPISI;0.49;0.78;4;254;10;0;0;0;management;high;3
11822;POTVIN;0.57;0.99;3;222;3;1;0;1;management;low;1
6311;WITCHER;0.8;0.88;5;199;4;0;0;0;support;low;1
736;BUCK;0.81;0.91;4;229;5;0;4;0;support;low;1
3941;GODOY;0.9;0.6;4;252;3;0;0;0;support;low;1
7108;KELLNER;0.76;0.93;4;187;4;0;0;0;marketing;low;1
9309;MOWER;0.5;0.74;3;155;3;0;0;0;RandD;medium;2
5649;ABEYTA;0.23;0.4;6;110;4;1;0;0;marketing;low;1
13918;BOYSEN;0.43;0.66;4;135;2;0;0;0;IT;high;3
4559;JACKMAN;0.59;0.72;4;264;3;0;0;0;support;low;1
3485;HASKELL;0.56;0.75;4;192;2;0;0;0;support;low;1
8516;JACQUEZ;0.67;0.64;4;149;4;0;0;0;technical;low;1
7519;ALEJO;0.18;0.86;6;264;3;0;0;0;technical;high;3
4191;VALENTI;0.61;0.64;3;245;2;0;0;0;product_mng;medium;2
1114;BLANCO;0.11;0.86;6;279;4;0;4;0;support;medium;2
361;MORAN;0.76;0.9;4;263;5;0;4;0;support;low;1
12130;CURLEE;0.1;0.83;6;292;4;0;4;0;support;low;1
8193;BANKER;0.17;0.85;6;245;5;0;0;0;sales;medium;2
14019;SWILLEY;0.69;0.9;5;103;5;0;0;0;product_mng;low;1
5219;CHINN;0.55;0.8;4;260;3;0;0;0;hr;high;3
9305;BIRDSALL;0.54;0.55;4;252;3;0;0;0;RandD;medium;2
11178;NUSBAUM;0.61;0.96;3;214;2;0;0;0;IT;medium;2
8644;STUTTS;0.72;0.69;4;147;3;0;0;0;sales;medium;2
5305;PITCHER;0.26;0.51;2;284;2;0;2;0;technical;low;1
14307;MATTOCKS;0.1;0.77;6;265;4;0;4;0;sales;low;1
771;BUCKLEY;0.1;0.86;6;309;4;0;4;0;sales;medium;2
5042;SCRIBNER;0.75;0.74;5;231;3;0;0;1;marketing;medium;2
4205;MCVAY;0.99;0.69;3;206;2;0;0;0;marketing;medium;2
7101;ANTONELLI;0.58;0.82;4;268;3;0;0;0;sales;medium;2
8433;HUHN;0.54;0.53;4;245;2;0;0;0;technical;low;1
6367;NOAH;0.44;0.44;3;126;2;0;0;0;hr;medium;2
14683;FINKLE;0.89;0.85;5;266;5;0;4;0;sales;low;1
2530;BATISTA;0.49;0.8;2;275;2;0;0;0;sales;low;1
4922;DREYER;0.95;0.7;4;267;3;1;0;0;technical;low;1
4864;PANG;0.91;0.99;3;188;3;1;0;0;support;medium;2
2676;GIRARD;0.5;0.91;5;224;2;1;0;0;management;medium;2
6169;PARIKH;0.73;0.51;4;249;5;0;1;0;IT;medium;2
5117;KIEFFER;0.79;0.56;5;250;2;1;0;1;management;medium;2
12785;MIGLIORE;0.97;0.78;3;268;3;1;0;0;technical;low;1
14011;WIMBUSH;0.67;0.91;2;245;2;1;0;1;sales;medium;2
12694;CHAPEL;0.78;0.71;3;249;5;0;2;0;marketing;medium;2
9134;TOWERY;0.91;0.66;5;212;3;0;0;0;support;low;1
7557;TULLIS;0.95;0.62;3;161;3;0;0;0;sales;low;1
13032;MAUCH;0.7;0.6;5;208;3;0;0;0;management;medium;2
177;FERNANDEZ;0.38;0.5;2;140;3;0;4;0;sales;medium;2
9302;MULVIHILL;0.76;0.8;3;202;3;0;0;0;product_mng;medium;2
3973;DEROSA;0.94;0.8;4;238;3;1;0;0;management;medium;2
5488;PARTON;0.69;0.74;2;271;2;0;0;0;product_mng;low;1
8680;CAUTHEN;0.15;0.96;5;201;6;0;0;0;support;low;1
7396;HIGLEY;0.53;0.61;4;198;2;0;0;0;product_mng;low;1
979;MCKNIGHT;0.11;0.95;6;271;4;0;4;0;IT;low;1
13695;VANDAM;0.78;0.65;3;139;3;0;0;0;marketing;high;3
4893;MACKLIN;0.9;0.78;4;261;2;1;0;0;sales;medium;2
500;LARA;0.91;0.84;5;265;5;0;4;0;technical;medium;2
8019;CHAMPLIN;0.67;0.61;3;251;2;0;0;0;marketing;low;1
462;CASEY;0.8;0.53;3;255;5;0;4;0;technical;high;3
4327;AMIN;0.66;0.84;4;168;2;0;0;0;support;low;1
10517;TOWE;0.54;0.95;5;255;2;0;1;0;IT;medium;2
10446;TILLETT;0.93;0.55;3;134;3;1;0;0;product_mng;low;1
3513;SWAFFORD;0.5;0.62;4;166;3;1;0;0;support;low;1
8204;CROTTY;0.77;0.85;5;192;2;0;0;0;technical;low;1
10236;HARTZOG;0.87;0.64;2;169;3;1;0;0;marketing;medium;2
5877;WALDMAN;0.69;0.56;3;183;4;1;0;0;RandD;low;1
56;NGUYEN;0.11;0.94;7;255;4;0;4;0;support;low;1
11849;BANGS;0.2;0.7;4;225;5;0;0;0;support;low;1
6253;MIN;0.51;1.0;3;168;3;1;0;0;RandD;medium;2
11193;LEDDY;0.75;0.6;4;186;10;1;0;0;marketing;low;1
11588;BROSS;0.66;0.9;4;177;7;0;1;0;sales;low;1
12385;CLEGHORN;0.75;0.9;5;256;5;0;4;0;support;low;1
6926;HAZELTON;0.65;0.62;4;235;3;0;0;0;support;low;1
7067;KILBY;0.91;0.7;4;134;2;0;0;0;technical;medium;2
2775;DUGGAN;0.5;0.95;5;194;3;0;0;0;sales;low;1
1258;LAU;0.78;0.96;4;241;5;0;3;0;technical;low;1
7337;MCCREADY;0.77;0.72;4;223;3;0;0;0;sales;medium;2
1603;GAGNON;0.44;0.51;2;145;3;0;4;0;marketing;low;1
365;BALL;0.91;0.87;4;235;5;0;4;0;technical;low;1
13541;OHL;0.94;0.61;3;140;2;0;0;0;support;medium;2
6066;VICE;0.85;0.88;5;236;4;0;0;0;technical;medium;2
9068;WIECZOREK;0.78;0.72;3;223;4;0;0;0;IT;low;1
6508;IZZO;0.82;0.7;3;149;2;0;0;0;sales;medium;2
4744;TU;0.61;0.68;4;244;3;0;0;0;sales;low;1
12715;SOLIMAN;0.36;0.45;2;127;3;0;4;0;accounting;low;1
8341;LEFLER;0.83;0.84;4;206;2;0;0;0;sales;medium;2
10981;WENG;0.75;0.78;2;259;3;0;0;0;product_mng;low;1
14748;LONGSTREET;0.45;0.45;2;154;3;1;4;0;support;medium;2
2191;DOWELL;0.72;0.65;4;224;3;0;0;0;support;low;1
13035;SANTISTEVAN;0.77;0.5;3;141;3;0;0;0;IT;medium;2
6830;GENDRON;0.56;0.77;5;238;4;0;0;0;technical;medium;2
11041;VILLELA;0.48;0.49;3;268;3;0;0;0;hr;low;1
9594;KELLETT;0.57;0.53;3;162;3;0;0;0;support;low;1
14792;SYLVA;0.81;0.88;5;242;5;0;4;0;support;medium;2
4405;TALLMAN;0.97;0.75;5;235;3;1;0;0;support;low;1
8941;NIEHAUS;0.91;0.88;5;210;2;1;0;0;sales;low;1
12699;ELLENBERGER;0.38;0.45;2;156;3;0;4;0;sales;medium;2
11649;RAYFIELD;0.91;0.77;3;195;7;0;0;0;sales;medium;2
7021;WARGO;0.83;0.5;4;167;3;1;0;0;RandD;medium;2
2602;IVY;0.93;0.97;4;227;3;0;0;0;marketing;medium;2
13203;GOODRIDGE;0.65;0.76;2;170;5;0;0;0;IT;low;1
11331;KEOGH;0.86;0.61;4;193;2;0;0;0;support;high;3
11783;KEECH;0.66;0.79;5;134;3;0;0;0;management;high;3
12356;KEMMERER;0.41;0.55;2;154;3;0;4;0;support;low;1
