;name;satisfaction_level;last_evaluation;number_projects;average_monthly_hours;time_spent_company;work_accident;left;promotion_last_5_years;department;salary;salary_level
2699;HAMMONDS;0.3;0.86;3;276;5;1;2;0;accounting;low;1
658;HOBBS;0.38;0.53;2;146;3;0;2;0;support;low;1
7255;MATT;0.51;0.5;5;176;5;0;2;0;support;medium;2
11485;NEACE;0.71;0.53;4;196;2;1;0;0;sales;low;1
1540;JACOB;0.42;0.47;2;145;3;0;2;0;sales;low;1
4463;STILLWELL;0.78;0.4;6;174;3;0;0;0;technical;medium;2
2444;GRAF;0.91;0.56;4;158;3;0;0;0;technical;medium;2
4762;WOOLSEY;0.84;0.83;3;215;3;0;0;0;accounting;high;3
11193;LEDDY;0.75;0.6;4;186;10;1;4;0;marketing;low;1
10886;SEDA;0.63;0.71;4;244;2;0;1;0;support;low;1
99;FISHER;0.9;1.0;5;221;6;0;0;0;sales;medium;2
8389;ROEMER;0.66;0.85;6;165;5;0;1;0;product_mng;medium;2
1658;MAJOR;0.81;0.97;5;230;5;0;1;0;support;low;1
9701;ASUNCION;0.66;0.49;3;206;2;0;1;0;marketing;medium;2
8493;FUNES;0.74;0.58;4;178;4;0;1;0;sales;medium;2
11876;FILER;0.4;0.47;5;173;5;0;3;0;technical;medium;2
10896;ANDREASEN;0.69;0.74;5;227;2;0;0;0;technical;medium;2
3741;COLLEY;0.66;0.4;2;155;5;1;0;0;support;medium;2
13379;DOMINO;0.17;0.36;6;191;2;0;1;0;product_mng;medium;2
2884;SAMPLE;0.75;0.78;2;251;6;0;1;0;technical;medium;2
1445;ESPOSITO;0.73;0.87;5;252;5;0;1;0;RandD;low;1
9890;GUICE;0.56;0.57;5;274;3;0;2;0;technical;medium;2
1300;PADGETT;0.1;0.97;7;284;4;0;4;0;support;low;1
8476;HOYER;0.9;0.5;4;139;2;0;0;0;accounting;low;1
3722;MUNGUIA;0.72;0.91;3;239;2;0;0;0;management;medium;2
12461;HOWINGTON;0.43;0.5;2;137;3;0;1;0;support;medium;2
2193;MOCK;1.0;0.66;4;180;3;0;0;0;technical;low;1
9191;OBOYLE;0.32;0.95;2;184;5;0;4;0;hr;medium;2
585;BRADFORD;0.4;0.51;2;139;3;0;2;0;support;low;1
261;WALTERS;0.82;0.97;5;263;5;0;0;0;hr;medium;2
10790;LESPERANCE;0.38;0.52;2;171;3;0;2;0;accounting;medium;2
14160;GARDEN;0.71;0.66;3;268;4;0;1;0;marketing;high;3
12546;KETTLER;0.37;0.47;2;149;3;0;3;0;sales;low;1
10475;NOLT;0.91;0.66;3;208;4;0;0;0;sales;medium;2
5845;LEJEUNE;0.92;0.96;5;174;3;1;0;0;technical;low;1
6584;VEACH;0.19;0.91;3;268;4;0;4;0;sales;low;1
13404;DYCUS;0.75;0.6;4;186;10;1;4;0;marketing;low;1
9984;MCELRATH;0.66;0.48;3;203;4;1;1;0;management;low;1
131;ALVAREZ;0.38;0.57;2;140;3;0;2;0;support;low;1
58;RIVERA;0.38;0.54;2;128;3;0;2;0;technical;low;1
11396;SETH;0.63;0.48;4;180;4;0;1;0;management;high;3
3943;PAGANO;0.74;0.37;2;171;4;0;1;0;support;low;1
4778;GASKIN;0.63;0.9;3;142;3;0;0;0;support;medium;2
10959;FERREL;0.31;0.42;4;108;4;0;3;0;technical;low;1
13482;STENZEL;0.58;0.59;3;207;7;0;4;1;management;medium;2
6829;MELANSON;0.68;0.51;5;158;3;0;0;0;technical;medium;2
5569;FAIRLEY;0.88;0.69;3;248;4;0;1;0;RandD;low;1
7507;WITHAM;0.29;0.38;6;105;5;0;3;0;sales;low;1
13510;CAVALIERE;0.77;0.75;6;246;6;0;2;0;sales;low;1
944;LUCERO;0.11;0.85;7;272;4;0;3;0;accounting;low;1
2110;MCNALLY;0.93;0.75;5;143;3;0;0;0;support;low;1
11720;DEGNAN;0.31;0.63;3;150;3;1;1;0;sales;medium;2
2230;MAHAN;0.93;0.8;4;248;3;0;0;0;sales;low;1
5771;TULL;0.53;0.6;5;247;3;0;3;0;technical;low;1
318;SUTTON;0.11;0.94;6;276;4;0;4;0;sales;low;1
2311;PALMA;0.65;0.5;5;270;2;0;1;0;sales;low;1
13058;VEAZEY;0.93;0.91;2;238;2;1;0;0;sales;low;1
5815;HENSEL;0.94;0.7;6;217;5;0;0;0;sales;low;1
4779;FRIDAY;0.59;0.62;3;203;4;0;1;0;support;medium;2
9983;OLIVEROS;0.78;0.67;5;209;3;0;1;0;technical;low;1
14328;MOSHIER;0.11;0.84;6;251;4;0;4;0;technical;low;1
10392;DEARBORN;0.85;0.82;5;184;3;0;0;0;sales;medium;2
3173;MARVIN;0.93;0.77;5;106;5;0;0;0;technical;medium;2
5009;HAROLD;0.94;0.71;4;189;3;0;0;0;support;medium;2
7597;CORPUZ;1.0;0.67;3;181;2;0;0;0;technical;low;1
5491;LEDOUX;0.78;0.9;4;104;4;0;1;0;RandD;low;1
11820;CHANDRA;0.74;0.55;4;262;3;0;1;0;support;low;1
6269;FOREST;0.49;0.69;4;270;3;0;4;0;sales;low;1
2832;EDGAR;0.54;0.78;4;176;2;0;1;0;marketing;medium;2
10673;RAKESTRAW;0.63;0.72;6;163;4;0;0;0;IT;high;3
4004;RICKARD;0.5;0.71;5;210;5;0;1;0;technical;medium;2
3530;THATCHER;0.71;0.77;4;192;4;0;0;0;sales;medium;2
4810;BYRON;0.78;0.87;4;264;3;0;0;0;accounting;medium;2
152;HUNTER;0.37;0.52;2;143;3;0;2;0;marketing;low;1
6153;BREWINGTON;0.65;0.6;3;142;2;0;0;0;support;high;3
14063;ZAWACKI;0.53;0.51;4;240;2;0;1;0;marketing;low;1
14070;PETROFF;0.51;0.56;4;168;2;0;1;0;sales;low;1
14882;BUSCHER;0.46;0.53;2;161;3;0;2;0;sales;low;1
11474;BROUWER;0.77;0.65;3;156;4;0;1;0;product_mng;medium;2
1840;BLEDSOE;0.1;0.97;7;306;4;0;3;0;marketing;low;1
3153;MAXEY;0.21;0.44;4;163;6;0;1;0;sales;high;3
11577;ROCKEY;0.55;0.78;4;261;3;0;1;0;management;high;3
2490;TIERNEY;0.69;0.64;5;265;2;1;0;0;support;high;3
6370;WYSOCKI;0.55;0.59;4;230;3;0;3;0;technical;low;1
10138;HUGO;0.91;0.88;5;123;5;0;1;0;IT;low;1
14075;DORANTES;0.77;0.55;3;217;3;0;0;0;support;medium;2
7451;OTTEN;0.7;0.6;3;267;3;0;2;0;support;medium;2
11081;ARCINIEGA;0.94;0.49;4;176;8;0;3;0;management;medium;2
1394;TATUM;0.41;0.52;2;142;3;0;1;0;sales;medium;2
4324;ROSSER;0.5;0.64;4;213;4;0;1;0;support;low;1
1026;DELANEY;0.46;0.53;2;129;3;0;1;0;technical;low;1
728;KERR;0.43;0.49;2;160;3;0;1;0;technical;medium;2
5830;KERRIGAN;0.34;0.81;3;257;5;0;4;0;accounting;low;1
11956;COURNOYER;0.85;0.87;4;152;7;0;3;0;sales;low;1
14125;BESHEARS;0.74;0.7;4;273;3;0;0;0;sales;medium;2
5655;QUILLEN;0.17;0.86;3;286;6;0;4;0;marketing;high;3
1538;MICHEL;0.41;0.54;2;135;3;0;2;0;sales;low;1
336;WOLFE;0.77;0.87;5;266;5;0;0;0;accounting;medium;2
7404;FINDLAY;0.58;0.9;5;257;3;0;2;0;marketing;medium;2
7720;JOST;0.58;0.63;4;171;3;0;1;0;sales;medium;2
332;NEAL;0.09;0.98;6;271;4;0;4;0;sales;low;1
11925;ROESLER;0.42;0.69;3;126;2;0;1;0;sales;low;1
14630;GAIN;0.82;0.85;4;223;5;0;1;0;technical;medium;2
12248;GORDAN;0.87;0.91;4;228;5;0;1;0;sales;low;1
7340;GUDINO;0.67;0.95;3;229;3;0;2;0;sales;medium;2
210;CARPENTER;0.43;0.46;2;156;3;0;2;0;technical;low;1
9964;LAIN;0.61;0.74;5;185;2;1;0;0;technical;medium;2
12817;FAUCETT;0.87;0.61;3;162;2;0;0;0;RandD;low;1
3891;HUNDLEY;0.58;0.65;4;248;4;0;0;0;marketing;high;3
11203;LAURIA;0.48;0.71;2;162;3;1;0;0;sales;high;3
10492;REALE;0.51;0.94;5;260;4;0;3;0;technical;low;1
14839;GAERTNER;0.72;0.85;5;244;6;0;3;0;sales;low;1
4287;SWANK;0.56;0.66;5;155;2;0;0;0;sales;medium;2
10697;GREENSTEIN;0.95;0.48;4;228;2;0;0;0;sales;medium;2
10960;FARQUHAR;0.83;0.49;4;218;2;0;0;0;technical;low;1
4217;ODEN;0.63;0.55;3;160;3;0;1;0;sales;low;1
49;TORRES;0.43;0.47;2;147;3;0;2;0;support;low;1
8817;SPRINGFIELD;0.73;0.64;3;202;4;0;1;0;technical;high;3
13048;MENSAH;0.86;0.66;4;251;3;0;0;0;RandD;low;1
13927;REISMAN;0.77;0.58;4;202;3;0;0;0;sales;medium;2
6223;BURGETT;0.71;0.68;4;242;4;0;3;0;technical;low;1
1516;PURCELL;0.4;0.5;2;127;3;0;1;0;IT;low;1
1008;LANCASTER;0.87;0.9;4;256;5;0;0;0;sales;high;3
3120;KEANE;0.83;0.59;5;160;4;0;0;0;product_mng;low;1
11017;COGBURN;0.73;0.88;5;233;4;1;0;0;sales;medium;2
8350;HENN;0.89;0.88;3;203;3;0;0;0;accounting;high;3
14750;EHRHART;0.11;0.94;7;244;4;0;3;0;management;medium;2
141;HENRY;0.45;0.53;2;155;3;0;1;0;IT;low;1
3561;WILLSON;0.95;0.4;5;286;4;0;0;0;support;low;1
9341;NEWBOLD;0.57;0.99;3;231;3;0;4;0;hr;low;1
7707;SUNDBERG;0.55;0.97;4;162;3;0;3;0;RandD;low;1
14884;SEGUNDO;0.78;0.86;5;274;5;0;2;0;sales;low;1
10010;MESSMER;0.85;0.66;5;189;3;0;0;0;sales;medium;2
1130;RITCHIE;0.37;0.47;2;149;3;0;1;0;IT;medium;2
12952;MELDRUM;0.62;0.89;4;261;2;0;0;0;technical;medium;2
8448;PUMPHREY;0.99;0.79;4;213;3;0;0;0;support;low;1
4545;JAMIESON;0.82;0.89;4;196;3;0;0;1;technical;medium;2
6739;WINCHELL;0.74;0.77;4;206;3;0;2;0;sales;low;1
8647;MAHONE;0.84;0.84;3;150;4;0;1;0;sales;medium;2
3142;MASSIE;0.81;0.8;4;229;2;0;0;0;sales;medium;2
6850;MARS;0.95;0.49;3;188;3;0;1;0;technical;low;1
8769;MISHLER;0.72;0.68;3;150;3;1;0;0;product_mng;medium;2
7435;ODUM;0.23;0.46;4;274;5;1;3;0;hr;medium;2
11090;LAMBERSON;0.87;0.52;4;140;3;0;0;0;product_mng;medium;2
5282;CHAPLIN;0.69;0.55;4;234;2;0;1;0;sales;medium;2
8803;NEIMAN;0.6;0.48;4;219;4;1;0;0;sales;medium;2
7587;GAETA;0.51;0.87;3;180;4;0;4;0;hr;low;1
5981;THEISEN;0.84;0.59;3;234;3;1;0;0;sales;medium;2
3753;BREEDLOVE;0.48;0.76;5;236;2;0;1;0;sales;low;1
12467;MEASE;0.09;0.95;6;292;4;0;4;0;sales;medium;2
12620;COLETTI;0.8;0.75;3;268;2;0;0;0;sales;medium;2
14187;STOKLEY;0.9;0.82;3;133;8;0;3;0;marketing;medium;2
5799;KILEY;0.51;1.0;4;197;2;0;3;0;RandD;low;1
7541;GAMACHE;0.25;0.68;4;279;5;1;3;0;IT;medium;2
14162;CROMARTIE;0.71;0.69;4;222;4;0;1;0;sales;medium;2
8665;DISNEY;0.63;0.74;5;227;2;0;2;0;technical;low;1
164;MILLS;0.9;0.99;5;260;5;0;0;0;sales;low;1
4646;OSTROWSKI;0.8;0.94;4;141;3;1;0;0;product_mng;medium;2
13093;SANTEE;0.94;0.59;4;241;2;0;0;0;technical;low;1
2473;LINDER;0.48;0.53;4;271;3;0;1;0;hr;low;1
1230;COUCH;0.37;0.52;2;143;3;0;1;0;sales;medium;2
6959;CHARBONNEAU;0.79;0.84;4;171;3;0;1;0;sales;low;1
6131;CAROTHERS;0.52;0.63;3;269;2;0;3;0;sales;medium;2
11580;MARCOUX;0.51;0.86;3;182;10;0;4;0;sales;low;1
14337;ROMAINE;0.38;0.49;2;132;3;0;3;0;support;low;1
4161;WHITLOW;0.9;0.74;3;260;4;0;0;0;technical;high;3
14675;MARIS;0.82;0.98;5;234;5;0;1;0;marketing;medium;2
3058;BOYLES;0.54;0.59;3;200;3;0;1;0;technical;low;1
13406;PELZER;0.47;0.79;3;284;10;0;4;0;sales;low;1
1543;COLBERT;0.77;0.81;5;237;5;0;0;0;sales;medium;2
14913;SOLT;0.39;0.51;2;137;3;0;3;0;technical;low;1
5024;ZAYAS;0.61;0.73;3;165;3;1;1;0;IT;low;1
2853;PONDER;0.55;0.81;4;267;5;0;1;0;accounting;low;1
11645;HERLIHY;0.76;0.85;3;180;7;0;3;0;sales;medium;2
8048;DEWBERRY;0.6;0.97;3;164;2;0;3;0;technical;low;1
7172;KOWAL;0.62;0.95;3;189;4;0;3;0;RandD;low;1
9468;THROCKMORTON;0.84;0.54;5;186;2;0;0;0;technical;medium;2
7683;PRICKETT;0.56;0.68;3;208;3;1;1;0;support;medium;2
10866;SEABROOK;0.26;0.69;5;213;2;0;1;0;accounting;high;3
963;HAYS;0.37;0.51;2;140;3;0;1;0;support;medium;2
3605;STULL;0.73;0.81;4;245;2;0;1;0;sales;low;1
4145;HARDISON;0.54;0.67;2;129;3;1;0;0;sales;low;1
12825;HOFFNER;0.89;0.92;3;195;2;0;0;0;marketing;medium;2
280;PEARSON;0.1;0.98;6;268;4;0;4;0;support;low;1
13246;HEASLEY;0.48;1.0;4;261;3;0;2;0;accounting;low;1
8866;CONWELL;0.14;0.57;4;207;5;0;4;0;sales;low;1
6838;SAUTER;0.88;0.5;3;170;3;0;0;0;technical;medium;2
7845;ZACK;0.18;0.87;6;226;4;0;3;0;IT;high;3
6801;ROA;0.75;0.63;4;261;3;1;0;0;marketing;low;1
9665;MCCARROLL;0.97;0.49;3;199;2;0;0;0;support;medium;2
738;GAINES;0.11;0.87;6;257;4;0;3;0;support;medium;2
2987;MULLIN;0.54;0.58;4;206;3;0;1;0;sales;medium;2
1532;STEWARD;0.75;0.98;4;245;5;0;1;0;management;low;1
14737;TRITT;0.41;0.45;2;144;3;1;1;0;product_mng;low;1
6731;BIDWELL;0.55;0.46;4;226;5;0;3;0;sales;low;1
10456;AUMAN;0.55;0.5;5;231;3;0;1;0;marketing;low;1
7336;LOMAS;0.52;0.75;4;266;3;0;3;0;marketing;medium;2
13430;CULL;0.48;0.42;2;275;6;1;3;1;hr;medium;2
2480;CALLAWAY;0.56;0.9;3;235;2;0;1;0;technical;medium;2
4866;ROOKS;0.95;0.69;4;207;2;1;0;0;technical;low;1
4693;WEIGEL;0.72;0.74;3;243;2;0;0;0;technical;high;3
278;SANTOS;0.09;0.78;6;254;4;0;4;0;support;low;1
10436;HANSHAW;0.99;0.87;5;211;2;0;0;0;support;medium;2
13626;SPRAYBERRY;0.69;0.51;3;257;3;1;0;0;IT;low;1
6252;RAGER;0.6;0.71;5;263;2;1;0;0;IT;medium;2
11665;GUSS;0.96;0.85;4;173;3;0;0;0;marketing;high;3
576;KIRBY;0.48;0.78;2;198;2;0;1;0;technical;medium;2
2536;LAYNE;0.61;0.59;5;271;2;0;1;0;sales;low;1
703;ROACH;0.44;0.53;2;159;3;0;2;0;sales;low;1
14348;TIEN;0.42;0.48;2;129;3;0;2;0;management;low;1
3664;CALVIN;0.55;0.82;3;248;2;0;0;0;accounting;high;3
4909;GIESE;0.81;0.86;3;210;3;0;1;0;sales;low;1
4785;MOSQUEDA;0.83;0.84;3;249;2;0;0;0;support;medium;2
5960;HOLLOWELL;0.77;0.71;2;242;2;0;1;0;marketing;medium;2
10657;SILK;0.81;0.86;4;213;3;0;0;0;support;low;1
11729;KORB;0.93;0.7;5;231;7;0;1;1;sales;high;3
13651;CARRERAS;0.69;0.48;5;232;4;0;1;0;sales;medium;2
284;RIOS;0.38;0.47;2;144;3;0;2;0;support;low;1
1562;BROWNE;0.44;0.57;2;148;3;0;2;0;technical;low;1
6536;NEIGHBORS;0.68;0.57;3;197;3;1;0;0;support;medium;2
7177;SMEDLEY;0.84;0.99;3;144;4;0;1;0;sales;medium;2
9067;BEILER;0.49;0.78;5;137;3;1;1;0;IT;low;1
7716;KYLES;0.74;0.95;4;237;3;1;0;0;marketing;medium;2
7157;CAVENDER;0.89;0.75;3;167;2;0;1;0;technical;low;1
14410;FIZER;0.77;0.94;5;226;6;0;3;0;support;low;1
10756;STEFAN;0.31;0.51;2;146;3;0;3;0;RandD;low;1
5755;LUX;0.44;0.92;6;268;4;1;1;0;accounting;medium;2
1639;METZ;0.42;0.46;2;135;3;0;2;0;technical;low;1
967;MOONEY;0.85;0.92;4;275;5;0;0;0;support;medium;2
8861;HORSTMAN;0.67;0.55;5;239;2;0;1;0;marketing;medium;2
3082;WITHERS;0.38;0.81;5;128;3;1;0;0;accounting;low;1
7152;RASHID;0.32;0.66;3;144;2;0;4;0;support;low;1
14293;SHIRES;0.79;0.59;4;139;3;0;0;1;management;low;1
5329;LAZAR;0.81;0.59;2;236;3;0;1;0;IT;medium;2
8909;BONO;0.68;0.85;3;250;3;0;3;0;support;low;1
1462;YEAGER;0.39;0.54;2;149;3;0;2;0;sales;low;1
10829;GUTOWSKI;0.53;0.51;3;274;2;1;0;0;product_mng;medium;2
9207;BINION;0.77;0.71;5;141;3;0;1;0;support;low;1
10632;GUTMAN;0.78;0.91;3;177;2;0;0;0;sales;high;3
6277;LUCKEY;0.97;0.75;5;228;4;0;0;0;sales;low;1
9382;LONGMIRE;0.73;0.74;3;221;3;0;0;0;RandD;high;3
11195;AUTEN;0.47;0.79;3;284;10;0;4;0;sales;low;1
10726;PEREYRA;0.13;0.84;5;189;5;0;4;0;technical;low;1
3246;ENG;0.21;0.9;2;239;2;0;3;0;technical;low;1
8563;LONERGAN;0.2;0.9;3;218;4;0;4;0;sales;low;1
4935;KESTER;0.67;0.71;4;173;3;0;0;0;support;high;3
10397;CHAMP;0.81;0.84;4;173;4;0;0;0;sales;medium;2
5079;WEIL;0.86;0.53;4;244;3;0;0;0;technical;medium;2
10094;BHATIA;0.85;0.69;3;263;3;0;0;0;sales;medium;2
5340;HOMER;0.18;0.59;4;132;3;0;4;0;RandD;low;1
4233;BICKFORD;0.88;0.65;4;224;2;0;0;0;hr;high;3
3566;SCHOLL;0.69;0.68;3;151;3;1;0;0;support;low;1
3612;MCNUTT;0.71;0.63;5;224;3;1;0;0;sales;medium;2
13238;AMEY;0.57;0.72;4;214;2;1;0;0;sales;low;1
6289;ALEXIS;0.61;0.69;3;224;3;0;2;0;hr;medium;2
14684;DREIER;0.42;0.56;2;149;3;0;2;0;sales;low;1
8686;GILLAM;0.6;0.6;4;197;3;0;1;0;management;medium;2
12840;SCHREIER;0.38;0.5;3;196;3;0;1;0;sales;medium;2
9823;LEAF;0.58;0.67;5;265;3;0;2;0;support;medium;2
2053;GRAYSON;0.41;0.68;3;165;3;1;0;0;product_mng;medium;2
11006;BERNING;0.8;0.81;5;248;2;1;0;0;RandD;low;1
3359;ALDERMAN;0.78;0.96;4;111;2;0;0;0;sales;high;3
9271;WIDMER;0.77;0.87;4;209;3;0;1;0;technical;medium;2
12808;FREDA;0.79;0.44;2;236;3;0;0;0;IT;medium;2
3623;DEMERS;0.52;0.92;3;150;2;1;0;0;technical;medium;2
1207;LANGLEY;0.81;0.98;5;237;5;0;0;0;IT;medium;2
923;DAVILA;0.44;0.5;2;156;3;0;1;0;sales;medium;2
886;HANNA;0.41;0.51;2;127;3;0;1;0;support;medium;2
12074;BRAGGS;0.11;0.97;6;277;4;0;4;0;product_mng;medium;2
13836;ARTHURS;0.68;0.97;3;250;3;1;0;0;product_mng;medium;2
7927;KOO;0.76;0.98;4;191;2;0;1;0;product_mng;medium;2
5994;BANTA;0.8;0.99;4;255;5;1;1;0;technical;low;1
10325;FALLER;0.99;0.89;4;254;3;1;0;0;sales;medium;2
13527;BONNET;0.66;0.81;3;174;3;0;1;0;technical;low;1
5572;SONNIER;0.81;0.76;3;203;3;0;1;0;RandD;medium;2
1832;FRANCISCO;0.82;0.92;4;252;5;0;0;0;marketing;medium;2
4272;EAVES;0.54;0.81;5;261;6;0;1;0;RandD;medium;2
9378;SCHIRMER;0.94;0.62;3;147;3;0;0;0;product_mng;low;1
7482;SHULMAN;0.61;0.72;4;134;2;0;1;0;accounting;medium;2
13411;FENSTERMAKER;0.69;0.72;4;210;2;1;0;0;sales;high;3
9133;TRAINER;0.69;0.63;2;252;3;0;3;0;support;low;1
6372;VERDUZCO;0.37;0.59;3;134;3;0;3;0;technical;medium;2
4822;WALLIN;0.66;0.85;3;266;5;0;1;0;sales;low;1
1436;NIX;0.43;0.57;2;142;3;0;1;0;IT;medium;2
11786;BRIGHTWELL;0.81;0.8;5;132;2;1;0;0;management;high;3
10226;KOH;0.62;0.95;4;132;3;0;0;0;RandD;medium;2
4986;BROADWAY;0.57;0.68;3;254;4;0;1;0;sales;low;1
13604;SNEDEKER;0.33;0.97;5;130;4;0;1;0;management;high;3
4883;WALTZ;0.78;0.95;3;249;4;0;1;0;RandD;low;1
8775;MAINE;0.78;0.59;4;124;3;1;0;0;RandD;high;3
3318;HUEY;0.48;0.86;5;246;3;0;1;0;technical;low;1
4611;NAPOLITANO;0.92;0.51;5;214;3;0;0;0;hr;low;1
8218;ZENG;0.19;0.85;6;210;4;0;4;0;support;medium;2
3011;FULTZ;0.89;0.73;3;210;2;0;0;0;hr;low;1
7757;POHLMAN;0.45;0.48;5;287;5;0;3;0;support;medium;2
12312;KALMAN;0.4;0.54;2;139;3;0;2;0;marketing;low;1
9995;DESALVO;0.93;0.79;5;241;4;0;0;0;marketing;high;3
5651;REMINGTON;0.15;0.76;4;255;6;0;4;0;accounting;low;1
9946;FEATHERS;0.39;0.37;3;127;3;0;4;0;sales;low;1
13013;GRISSETT;0.16;0.76;4;223;4;0;4;0;technical;low;1
13229;VERDI;0.32;0.86;4;214;5;0;4;0;sales;medium;2
13330;FLANARY;0.19;0.36;3;167;5;0;4;0;sales;low;1
2041;EASTMAN;0.98;0.91;4;240;3;0;0;0;technical;low;1
8401;SANDSTROM;0.63;0.52;3;183;2;0;3;0;technical;low;1
14586;GOSE;0.73;0.99;5;262;5;0;1;0;product_mng;medium;2
4795;SILLS;0.55;0.81;5;251;3;0;1;0;IT;low;1
6142;PEDRO;0.49;0.83;4;194;3;0;3;0;technical;medium;2
6298;SHOWERS;0.6;0.85;5;187;4;0;1;0;technical;medium;2
4505;SHERRY;0.77;0.79;3;157;3;0;0;1;sales;medium;2
13719;CANCINO;0.55;0.52;4;168;8;0;4;0;support;low;1
4353;PASCUAL;0.72;0.74;3;187;2;0;0;0;sales;medium;2
13607;ALTHOUSE;0.63;0.48;4;180;4;0;1;0;management;high;3
12254;PECORA;0.6;0.92;2;258;5;0;4;0;sales;low;1
5978;BURGIN;0.56;0.83;5;275;2;0;2;0;sales;medium;2
4340;DURKIN;0.2;0.57;4;269;5;1;2;0;IT;low;1
882;STUART;0.11;0.79;6;294;4;0;3;0;technical;medium;2
7924;WOLFSON;0.64;0.96;3;109;4;0;1;0;IT;medium;2
2778;BELLO;0.55;0.9;4;199;3;0;1;0;accounting;low;1
7967;CORDEIRO;0.76;0.75;3;239;2;0;2;0;hr;low;1
7682;RENFROW;0.89;0.56;3;224;2;0;0;0;support;medium;2
14182;REARICK;0.85;0.89;4;150;3;0;0;0;accounting;high;3
2861;DOUGHTY;0.91;0.89;4;144;3;1;0;0;technical;low;1
3850;BARTELS;0.76;0.81;3;225;3;0;0;0;technical;medium;2
5727;LOVELAND;0.83;0.64;2;192;2;0;1;0;sales;low;1
6597;BURBANK;0.9;0.97;4;239;4;0;1;0;technical;medium;2
4990;VANOVER;0.81;0.68;3;151;3;0;0;0;accounting;low;1
10609;EXUM;0.75;0.92;3;211;3;0;0;0;sales;medium;2
3045;BYRNES;0.9;0.69;4;174;2;0;0;0;product_mng;low;1
13751;CHITTENDEN;0.44;0.41;3;125;7;0;4;0;sales;medium;2
7258;KLATT;0.82;0.9;3;227;3;0;1;0;marketing;medium;2
13996;KAST;0.53;0.91;4;167;4;0;1;0;management;high;3
11758;LOU;0.58;0.84;4;206;7;0;3;1;management;high;3
126;MCDONALD;0.38;0.49;2;132;3;0;2;0;support;low;1
5945;CASTOR;0.37;0.74;5;117;3;0;2;0;product_mng;medium;2
10254;ZENO;0.78;0.58;3;241;3;1;0;0;sales;medium;2
7354;STIVERS;0.9;0.78;3;162;2;0;0;0;sales;medium;2
953;ANDERSEN;0.41;0.71;4;301;5;0;3;0;technical;low;1
9491;OLOUGHLIN;0.45;0.42;4;140;2;0;3;0;sales;low;1
2240;OLIVA;0.61;0.97;3;137;3;0;1;0;accounting;low;1
6808;OXFORD;0.72;0.99;4;156;2;1;0;0;sales;low;1
5356;DISTEFANO;0.3;0.47;2;159;4;0;4;0;sales;medium;2
10652;CULLINS;0.19;0.63;4;278;6;0;4;0;technical;low;1
12758;SOVA;0.39;0.54;2;127;3;0;3;0;sales;low;1
970;ESPARZA;0.38;0.46;2;147;3;0;2;0;support;low;1
8499;KRALL;0.4;0.37;3;123;2;0;2;0;sales;medium;2
13336;LETTS;0.54;0.83;4;201;8;1;4;0;sales;medium;2
1506;TEMPLE;0.4;0.51;2;160;3;0;1;0;support;medium;2
7330;BALCH;0.4;0.65;4;252;6;0;4;0;accounting;medium;2
978;CHANEY;0.39;0.56;2;156;3;0;2;0;IT;low;1
4956;MACKIE;0.67;0.57;4;165;3;0;0;0;RandD;low;1
14812;VARNUM;0.84;0.94;5;222;6;0;2;0;product_mng;low;1
12170;LANDY;0.81;0.99;4;259;5;0;2;0;sales;low;1
884;BRANDT;0.38;0.5;2;153;3;0;1;0;support;medium;2
4452;SHORES;0.96;0.57;3;151;2;0;0;0;sales;low;1
9810;WINGERT;0.7;0.65;5;202;3;1;0;0;technical;medium;2
7833;COTHRAN;0.88;0.63;3;184;4;0;0;0;support;medium;2
5421;VANSICKLE;0.97;0.91;3;246;2;0;1;0;accounting;low;1
8858;BRETZ;0.73;0.6;4;222;3;0;1;0;technical;medium;2
13068;CHOUDHURY;0.6;0.96;4;220;3;1;0;1;sales;medium;2
2800;CURLEY;0.94;0.75;5;238;2;0;0;0;support;medium;2
2620;BARRIENTOS;0.55;0.72;5;232;4;0;1;0;sales;low;1
6535;MALOY;0.74;0.68;3;206;2;1;0;0;support;medium;2
6452;HARRIMAN;0.65;0.9;3;200;3;0;1;0;technical;high;3
8722;SAID;0.57;0.62;3;198;4;0;3;0;sales;medium;2
4;JONES;0.37;0.52;2;159;3;0;2;0;sales;low;1
10245;GARTH;0.79;0.56;4;177;3;0;0;0;sales;high;3
11450;MINICK;0.74;0.63;3;180;3;0;0;0;management;high;3
8815;LAURIE;0.93;0.84;3;159;3;0;0;0;technical;high;3
10567;GREENBAUM;0.75;0.71;4;155;4;0;1;0;technical;low;1
9330;COLANGELO;0.89;0.68;4;146;3;0;0;0;sales;low;1
256;SOTO;0.11;0.81;6;266;4;1;1;0;sales;medium;2
10838;GEIB;0.73;0.98;5;272;2;0;0;0;marketing;low;1
5724;MACMILLAN;0.65;0.6;4;200;4;0;2;0;RandD;low;1
1045;PICKETT;0.4;0.57;2;128;3;0;1;0;support;medium;2
4300;VANWINKLE;0.69;0.97;5;105;4;0;0;0;sales;low;1
8788;TADLOCK;0.67;0.83;3;220;3;0;3;0;sales;low;1
5776;MAPES;0.59;0.58;4;233;4;0;3;0;support;low;1
3593;BIDDLE;0.81;0.77;4;197;3;0;0;0;marketing;low;1
9102;LEATH;0.62;0.48;4;271;3;0;3;0;sales;low;1
